Time,Total Demand,Total Supply,Global Productivity,Firm1_1_capital,Firm1_2_capital,Firm1_1_productivity,Firm1_2_productivity,Firm1_1_price,Firm1_2_price,Firm1_1_inventory,Firm1_2_inventory,Firm1_1_workers,Firm1_2_workers,Firm1_1_RD_investment,Firm1_2_RD_investment,Firm1_1_demand,Firm1_2_demand,Firm1_1_production,Firm1_2_production,Firm1_1_wage_offers,Firm1_2_wage_offers,Firm2_1_capital,Firm2_2_capital,Firm2_3_capital,Firm2_4_capital,Firm2_5_capital,Firm2_1_productivity,Firm2_2_productivity,Firm2_3_productivity,Firm2_4_productivity,Firm2_5_productivity,Firm2_1_price,Firm2_2_price,Firm2_3_price,Firm2_4_price,Firm2_5_price,Firm2_1_inventory,Firm2_2_inventory,Firm2_3_inventory,Firm2_4_inventory,Firm2_5_inventory,Firm2_1_workers,Firm2_2_workers,Firm2_3_workers,Firm2_4_workers,Firm2_5_workers,Firm2_1_demand,Firm2_2_demand,Firm2_3_demand,Firm2_4_demand,Firm2_5_demand,Firm2_1_investment,Firm2_2_investment,Firm2_3_investment,Firm2_4_investment,Firm2_5_investment,Firm2_1_investment_demand,Firm2_2_investment_demand,Firm2_3_investment_demand,Firm2_4_investment_demand,Firm2_5_investment_demand,Firm2_1_desired_capital,Firm2_2_desired_capital,Firm2_3_desired_capital,Firm2_4_desired_capital,Firm2_5_desired_capital,Firm2_1_production,Firm2_2_production,Firm2_3_production,Firm2_4_production,Firm2_5_production,Firm2_1_wage_offers,Firm2_2_wage_offers,Firm2_3_wage_offers,Firm2_4_wage_offers,Firm2_5_wage_offers,Worker_1_employed,Worker_2_employed,Worker_3_employed,Worker_4_employed,Worker_5_employed,Worker_6_employed,Worker_7_employed,Worker_8_employed,Worker_9_employed,Worker_10_employed,Worker_1_wage,Worker_2_wage,Worker_3_wage,Worker_4_wage,Worker_5_wage,Worker_6_wage,Worker_7_wage,Worker_8_wage,Worker_9_wage,Worker_10_wage,Worker_1_skills,Worker_2_skills,Worker_3_skills,Worker_4_skills,Worker_5_skills,Worker_6_skills,Worker_7_skills,Worker_8_skills,Worker_9_skills,Worker_10_skills,Worker_1_offers,Worker_2_offers,Worker_3_offers,Worker_4_offers,Worker_5_offers,Worker_6_offers,Worker_7_offers,Worker_8_offers,Worker_9_offers,Worker_10_offers,Worker_1_consumption,Worker_2_consumption,Worker_3_consumption,Worker_4_consumption,Worker_5_consumption,Worker_6_consumption,Worker_7_consumption,Worker_8_consumption,Worker_9_consumption,Worker_10_consumption
0,48.9361031237505,104.0,11.11111111111111,100,1,0.0,102.0,9,0,0,100.0,10,100,1,0.0,2.0,0,0,0,0.0,10,1000,1,0.0,1.89,0,10.69274319628249,0,0,11.76201751591074,0.0,10,1000,1,0.0,1.89,0,9.258284346919737,0,0,10.184112781611711,0.0,10,1000,1,0.0,1.5599999999999996,0,9.040578762793647,0,0,9.944636639073012,0.0,10,1000,1,0.0,1.7799999999999998,0,9.96386149040148,0,0,10.96024763944163,0.0,10,1000,1,0.0,1.7799999999999998,0,9.98063532735314,0,0,10.978698860088455,0.0,10,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,False,0.5,0.0995,0,0.11000000000000001
0,48.9361031237505,112.9,12.5,100,1,0.0,102.0,8,0,0,100.0,10,100,1,0.0,2.0,0,0,0,0.0,10,1000,1,0.0,1.89,0,10.69274319628249,0,0,11.76201751591074,0.0,10,1000,1,0.0,1.89,0,9.258284346919737,0,0,10.184112781611711,0.0,10,1000,1,0.0,1.5599999999999996,0,9.040578762793647,0,0,9.944636639073012,0.0,10,1000,1,0.0,1.7799999999999998,0,9.96386149040148,0,0,10.96024763944163,0.0,10,1000,1,0.0,1.7799999999999998,0,9.98063532735314,0,0,10.978698860088455,0.0,10,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,True,0.5,0.101,0,0.11000000000000001,False,0.5,0.101,0,0.11000000000000001,False,0.5,0.0995,0,0.11000000000000001
0,24.75816760952974,280.0,11.11111111111111,100,1,0.06,278.0,9,0,0,100.0,3,100,1,0.0,2.0,0,0,0,0.0,3,1000,1,0.0,0.3899999999999999,0,5.349799392906878,0,0,5.884779332197566,0.0,3,1000,1,0.0,0.7805499999999999,0,5.246693157335306,0,0,5.771362473068837,0.0,3,1000,1,0.0,1.5599999999999996,0,4.896507676689538,0,0,5.386158444358492,0.0,3,1000,1,0.0,1.0577999999999999,0,4.698875461360596,0,0,5.168763007496656,0.0,3,1000,1,0.0,1.2799999999999998,0,4.566291921237422,0,0,5.022921113361164,0.0,3,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.11110000000000002,True,0.5,0.10201,0,0.11110000000000002,False,0.5,0.09900250000000001,0,0.10945000000000002
0,24.75816760952974,285.06834999999995,12.5,100,1,0.06,278.0,8,0,0,100.0,3,100,1,0.0,2.0,0,0,0,0.0,3,1000,1,0.0,0.3899999999999999,0,5.349799392906878,0,0,5.884779332197566,0.0,3,1000,1,0.0,0.7805499999999999,0,5.246693157335306,0,0,5.771362473068837,0.0,3,1000,1,0.0,1.5599999999999996,0,4.896507676689538,0,0,5.386158444358492,0.0,3,1000,1,0.0,1.0577999999999999,0,4.698875461360596,0,0,5.168763007496656,0.0,3,1000,1,0.0,1.2799999999999998,0,4.566291921237422,0,0,5.022921113361164,0.0,3,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.5,True,0.5,0.10201,0,0.11110000000000002,False,0.5,0.10201,0,0.11110000000000002,False,0.5,0.09900250000000001,0,0.10945000000000002
0,23.299183553224506,456.0,11.11111111111111,100,1,0.06,452.5,9,0,0,100.0,3,100,1,0.0,2.0,0,0,0,0.0,3,1000,1,0.0,0.28109724999999985,0,4.504586451015699,0,0,4.95504509611727,0.0,3,1000,1,0.0,0.28054999999999986,0,4.748497845377427,0,0,5.22334762991517,0.0,3,1000,1,0.0,1.0599999999999996,0,4.669284034728918,0,0,5.1362124382018095,0.0,3,1000,1,0.0,0.44558899999999985,0,4.543976847331728,0,0,4.998374532064902,0.0,3,1000,1,0.0,0.6677889999999997,0,4.832838374770735,0,0,5.316122212247809,0.0,3,True,0.5,0.1030301,0,0.5,True,0.5231115867647552,0.1030301,0,0.5,True,0.5,0.1030301,0,0.5,True,0.5,0.1030301,0,0.5,True,0.5232024290729924,0.1030301,0,0.5,True,0.5010184296049096,0.1030301,0,0.5,True,0.5,0.1030301,0,0.5,True,0.5,0.1030301,0,0.11221100000000002,True,0.5,0.1030301,0,0.11221100000000002,False,0.5,0.0985074875,0,0.10890275000000002
0,23.299183553224506,457.23502525000004,12.5,100,1,0.06,452.5,8,0,0,100.0,3,100,1,0.0,2.0,0,0,0,0.0,3,1000,1,0.0,0.28109724999999985,0,4.504586451015699,0,0,4.95504509611727,0.0,3,1000,1,0.0,0.28054999999999986,0,4.748497845377427,0,0,5.22334762991517,0.0,3,1000,1,0.0,1.0599999999999996,0,4.669284034728918,0,0,5.1362124382018095,0.0,3,1000,1,0.0,0.44558899999999985,0,4.543976847331728,0,0,4.998374532064902,0.0,3,1000,1,0.0,0.6677889999999997,0,4.832838374770735,0,0,5.316122212247809,0.0,3,True,0.5,0.1030301,0,0.5,True,0.5231115867647552,0.1030301,0,0.5,True,0.5,0.1030301,0,0.5,True,0.5,0.1030301,0,0.5,True,0.5232024290729924,0.1030301,0,0.5,True,0.5010184296049096,0.1030301,0,0.5,True,0.5,0.1030301,0,0.5,True,0.5,0.1030301,0,0.11221100000000002,False,0.5,0.1030301,0,0.11221100000000002,False,0.5,0.0985074875,0,0.10890275000000002
0,25.063830402970748,630.4526675545574,11.11111111111111,100,1,0.06070998668163986,625.4284466958794,9,0,0,100.0,3,100,1.1,0.0,2.0,0,10.0,0,0.0,3,1000,1,0.0,0.28109724999999985,0,5.14207547757343,0,0,5.656283025330773,0.0,3,1000,1,0.0,0.16721688999999984,0,4.745424005194075,0,0,5.219966405713484,0.0,3,1000,1,0.0,0.9466668899999996,0,4.945597747670357,0,0,5.440157522437393,0.0,3,1000,1,0.0,0.44558899999999985,0,5.239526846656026,0,0,5.763479531321629,0.0,3,1000,1,0.0,0.036319176985244506,0,4.991206325876861,0,0,5.490326958464547,0.0,3,True,0.5,0.104060401,0,0.5,True,0.5,0.104060401,0,0.5231115867647552,True,0.5097270419515364,0.104060401,0,0.5,True,0.5,0.104060401,0,0.5,True,0.5401350082837565,0.104060401,0,0.5,True,0.5165527313016292,0.104060401,0,0.5,True,0.5,0.104060401,0,0.5,True,0.5,0.104060401,0,0.11333311000000001,True,0.5,0.104060401,0,0.11333311000000001,False,0.5,0.09801495006250001,0,0.10835823625000002
0,25.063830402970748,629.3053359028646,12.5,100,1,0.06070998668163986,625.4284466958794,8,0,0,100.0,3,100,1.1,0.0,2.0,0,10.0,0,0.0,3,1000,1,0.0,0.28109724999999985,0,5.14207547757343,0,0,5.656283025330773,0.0,3,1000,1,0.0,0.16721688999999984,0,4.745424005194075,0,0,5.219966405713484,0.0,3,1000,1,0.0,0.9466668899999996,0,4.945597747670357,0,0,5.440157522437393,0.0,3,1000,1,0.0,0.44558899999999985,0,5.239526846656026,0,0,5.763479531321629,0.0,3,1000,1,0.0,0.036319176985244506,0,4.991206325876861,0,0,5.490326958464547,0.0,3,True,0.5,0.104060401,0,0.5,True,0.5,0.104060401,0,0.5231115867647552,True,0.5097270419515364,0.104060401,0,0.5,True,0.5,0.104060401,0,0.5,True,0.5401350082837565,0.104060401,0,0.5,True,0.5165527313016292,0.104060401,0,0.5,True,0.5,0.104060401,0,0.5,True,0.5,0.104060401,0,0.11333311000000001,False,0.5,0.104060401,0,0.11333311000000001,False,0.5,0.09801495006250001,0,0.10835823625000002
0,25.405983699298194,803.3620319143425,11.11111111111111,100,1,0.06099622172305383,797.7956171328057,9,0,0,100.0,3,100,1.1,0.0,2.0,0,10.0,0,0.0,3,1000,1,0.0,0.28109724999999985,0,4.725330139242917,0,0,5.1978631531672095,0.0,3,1000,1,0.0,0.059400444931249824,0,5.312778535257247,0,0,5.844056388782972,0.0,3,1000,1,0.0,0.8322004488999996,0,5.477767233185467,0,0,6.0255439565040145,0.0,3,1000,1,0.0,0.33112255889999986,0,5.101269175015426,0,0,5.611396092516969,0.0,3,1000,1,0.0,0.036319176985244506,0,4.788838616597137,0,0,5.267722478256851,0.0,3,True,0.5,0.10510100501,0,0.5,True,0.5,0.10510100501,0,0.5231115867647552,True,0.5123384449325722,0.10510100501,0,0.5,True,0.5,0.10510100501,0,0.5,True,0.5270917147452822,0.10510100501,0,0.5,True,0.5196321941760352,0.10510100501,0,0.5,True,0.5,0.10510100501,0,0.5,True,0.5,0.10510100501,0,0.11446644110000001,True,0.5,0.10510100501,0,0.11446644110000001,False,0.5,0.09752487531218751,0,0.10781644506875002
0,25.405983699298194,801.3357570125222,12.5,100,1,0.06099622172305383,797.7956171328057,8,0,0,100.0,3,100,1.1,0.0,2.0,0,10.0,0,0.0,3,1000,1,0.0,0.28109724999999985,0,4.725330139242917,0,0,5.1978631531672095,0.0,3,1000,1,0.0,0.059400444931249824,0,5.312778535257247,0,0,5.844056388782972,0.0,3,1000,1,0.0,0.8322004488999996,0,5.477767233185467,0,0,6.0255439565040145,0.0,3,1000,1,0.0,0.33112255889999986,0,5.101269175015426,0,0,5.611396092516969,0.0,3,1000,1,0.0,0.036319176985244506,0,4.788838616597137,0,0,5.267722478256851,0.0,3,True,0.5,0.10510100501,0,0.5,True,0.5,0.10510100501,0,0.5231115867647552,True,0.5123384449325722,0.10510100501,0,0.5,True,0.5,0.10510100501,0,0.5,True,0.5270917147452822,0.10510100501,0,0.5,True,0.5196321941760352,0.10510100501,0,0.5,True,0.5,0.10510100501,0,0.5,True,0.5,0.10510100501,0,0.11446644110000001,False,0.5,0.10510100501,0,0.11446644110000001,False,0.5,0.09752487531218751,0,0.10781644506875002
